"id","name","pokemonBase","tipo1","tipo2","ps","ataque","defensa","ataqueEsp","defensaEsp","velocidad","sprite","slug"
"furret","Furret","Furret","Normal",,"85","76","64","45","55","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/46/latest/20251020084914/Tipo_acero_LPZA.png/80px-Tipo_acero_LPZA.png","Furret"
"gabite","Gabite","Gabite","Dragón","Tierra","68","90","65","50","55","82","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Gabite"
"gallade","Gallade","Gallade","Psíquico","Lucha","68","125","65","65","115","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gallade"
"Mega-Gallade","Mega-Gallade","Gallade","Psíquico","Lucha","68","165","95","65","115","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gallade"
"galvantula","Galvantula","Galvantula","Bicho","Eléctrico","70","77","60","97","60","108","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Galvantula"
"garbodor","Garbodor","Garbodor","Veneno",,"80","95","82","60","82","75","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Garbodor"
"garchomp","Garchomp","Garchomp","Dragón","Tierra","108","130","95","80","85","102","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Garchomp"
"gardevoir","Gardevoir","Gardevoir","Psíquico","Hada","68","65","65","125","115","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gardevoir"
"garganacl","Garganacl","Garganacl","Roca",,"100","100","130","45","90","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Garganacl"
"gastly","Gastly","Gastly","Fantasma","Veneno","30","35","30","100","35","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20251020084849/Tipo_veneno_LPZA.png/80px-Tipo_veneno_LPZA.png","Gastly"
"gastrodon","Gastrodon","Gastrodon","Agua","Tierra","111","83","68","92","82","39","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/4/4c/latest/20251020084900/Tipo_roca_LPZA.png/80px-Tipo_roca_LPZA.png","Gastrodon"
"genesect","Genesect","Genesect","Bicho","Acero","71","120","95","120","95","99","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Genesect"
"gengar","Gengar","Gengar","Fantasma","Veneno","60","65","60","130","75","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gengar"
"geodude","Geodude","Geodude","Roca","Tierra","40","80","100","30","30","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Geodude"
"geodude-de-alola","Geodude de Alola","Geodude","Roca","Eléctrico","40","80","100","30","30","20","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Geodude_de_Alola"
"gholdengo","Gholdengo","Gholdengo","Acero","Fantasma","87","60","95","133","91","84","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gholdengo"
"gible","Gible","Gible","Dragón","Tierra","58","70","45","40","45","42","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Gible"
"gigalith","Gigalith","Gigalith","Roca",,"85","135","130","60","80","25","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Gigalith"
"gimmighoul-forma-andante","Gimmighoul forma andante","Gimmighoul","Fantasma",,"45","30","25","75","45","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/74/latest/20221106182546/Gimmighoul.png/200px-Gimmighoul.png","Gimmighoul"
"gimmighoul-forma-cofre","Gimmighoul forma cofre","Gimmighoul","Fantasma",,"45","30","70","75","70","10","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/75px-Tipo_ps%C3%ADquico_LPZA.png","Gimmighoul"
"girafarig","Girafarig","Girafarig","Normal","Psíquico","70","80","65","90","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Girafarig"
"glaceon","Glaceon","Glaceon","Hielo",,"65","60","110","130","95","65","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Glaceon"
"glalie","Glalie","Glalie","Hielo",,"80","80","80","80","80","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Glalie"
"glameow","Glameow","Glameow","Normal",,"49","55","42","42","37","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/5/5e/latest/20251020084951/Tipo_siniestro_LPZA.png/80px-Tipo_siniestro_LPZA.png","Glameow"
"glastrier","Glastrier","Glastrier","Hielo",,"100","145","130","65","110","30","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Glastrier"
"gligar","Gligar","Gligar","Tierra","Volador","65","75","105","35","65","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/cc/latest/20251020084843/Tipo_volador_LPZA.png/80px-Tipo_volador_LPZA.png","Gligar"
"glimmet","Glimmet","Glimmet","Roca","Veneno","48","35","42","105","60","60","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Glimmet"
"glimmora","Glimmora","Glimmora","Roca","Veneno","83","55","90","130","81","86","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Glimmora"
"Mega-Glimmora","Mega-Glimmora","Glimmora","Roca","Veneno","83","90","105","150","96","101","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Glimmora"
"gliscor","Gliscor","Gliscor","Tierra","Volador","75","95","125","45","75","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gliscor"
"gloom","Gloom","Gloom","Planta","Veneno","60","65","70","85","75","40","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Gloom"
"gogoat","Gogoat","Gogoat","Planta",,"123","100","62","97","81","68","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Gogoat"
"golbat","Golbat","Golbat","Veneno","Volador","75","80","70","65","75","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Golbat"
"goldeen","Goldeen","Goldeen","Agua",,"45","67","60","35","50","63","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Goldeen"
"golduck","Golduck","Golduck","Agua",,"80","82","78","95","80","85","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Golduck"
"golem","Golem","Golem","Roca","Tierra","80","120","130","55","65","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Golem"
"golem-de-alola","Golem de Alola","Golem","Roca","Eléctrico","80","120","130","55","65","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Golem_de_Alola"
"golett","Golett","Golett","Tierra","Fantasma","59","74","50","35","50","35","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Golett"
"golisopod","Golisopod","Golisopod","Bicho","Agua","75","125","140","60","90","40","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Golisopod"
"Mega-Golisopod","Mega-Golisopod","Golisopod","Bicho","Acero","75","150","175","70","120","40","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Golisopod"
"golurk","Golurk","Golurk","Tierra","Fantasma","89","124","80","55","80","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Golurk"
"Mega-Golurk","Mega-Golurk","Golurk","Tierra","Fantasma","89","159","105","70","105","55","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Golurk"
"goodra","Goodra","Goodra","Dragón",,"90","100","70","110","150","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Goodra"
"goodra-de-hisui","Goodra de Hisui","Goodra","Acero","Dragón","80","100","100","110","150","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Goodra_de_Hisui"
"goomy","Goomy","Goomy","Dragón",,"45","50","35","55","75","40","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Goomy"
"gorebyss","Gorebyss","Gorebyss","Agua",,"55","84","105","114","75","52","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Gorebyss"
"gossifleur","Gossifleur","Gossifleur","Planta",,"40","40","60","40","60","10","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Gossifleur"
"gothita","Gothita","Gothita","Psíquico",,"45","30","50","55","65","45","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Gothita"
"gothitelle","Gothitelle","Gothitelle","Psíquico",,"70","55","95","95","110","65","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Gothitelle"
"gothorita","Gothorita","Gothorita","Psíquico",,"60","45","70","75","85","55","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Gothorita"
"grafaiai","Grafaiai","Grafaiai","Veneno","Normal","63","95","65","80","72","110","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/3f/latest/20251020084849/Tipo_veneno_LPZA.png/75px-Tipo_veneno_LPZA.png","Grafaiai"
"granbull","Granbull","Granbull","Hada",,"90","120","75","60","60","45","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/c/c6/latest/20251020084932/Tipo_el%C3%A9ctrico_LPZA.png/80px-Tipo_el%C3%A9ctrico_LPZA.png","Granbull"
"grapploct","Grapploct","Grapploct","Lucha",,"80","118","90","70","80","42","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Grapploct"
"graveler","Graveler","Graveler","Roca","Tierra","55","95","115","45","45","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Graveler"
"graveler-de-alola","Graveler de Alola","Graveler","Roca","Eléctrico","55","95","115","45","45","35","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Graveler_de_Alola"
"greavard","Greavard","Greavard","Fantasma",,"50","61","60","30","55","34","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Greavard"
"greedent","Greedent","Greedent","Normal",,"120","95","95","55","75","20","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/99/latest/20221208180705/Tipo_normal_EP.png/90px-Tipo_normal_EP.png","Greedent"
"greninja","Greninja","Greninja","Agua","Siniestro","72","95","67","103","71","122","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Greninja"
"greninja-ash","Greninja Ash","Greninja","Agua","Siniestro","72","145","67","153","71","132","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Greninja"
"grimer","Grimer","Grimer","Veneno",,"80","80","50","40","50","25","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Grimer"
"grimer-de-alola","Grimer de Alola","Grimer","Veneno","Siniestro","80","80","50","40","50","25","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Grimer_de_Alola"
"grimmsnarl","Grimmsnarl","Grimmsnarl","Siniestro","Hada","95","120","65","95","75","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Grimmsnarl"
"grookey","Grookey","Grookey","Planta",,"50","65","50","40","40","65","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Grookey"
"grotle","Grotle","Grotle","Planta",,"75","89","85","55","65","36","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/7/7b/latest/20251020084928/Tipo_planta_LPZA.png/80px-Tipo_planta_LPZA.png","Grotle"
"groudon","Groudon","Groudon","Tierra",,"100","150","140","100","90","90","https://images.wikidexcdn.net/mwuploads/wikidex/4/4a/latest/20260306153335/Tercera_generaci%C3%B3n.svg","Groudon"
"Groudon primigenio","Groudon primigenio","Groudon","Tierra",,"100","180","160","150","90","90","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/d5/latest/20150621183212/Groudon.png/200px-Groudon.png","Groudon"
"grovyle","Grovyle","Grovyle","Planta",,"50","65","45","85","65","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/80px-Tipo_pelea_LPZA.png","Grovyle"
"growlithe","Growlithe","Growlithe","Fuego",,"55","70","45","70","50","60","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/d/df/latest/20251020084956/Tipo_hada_LPZA.png/80px-Tipo_hada_LPZA.png","Growlithe"
"growlithe-de-hisui","Growlithe de Hisui","Growlithe","Fuego",,"60","75","45","65","50","55","https://images.wikidexcdn.net/mwuploads/wikidex/8/8c/latest/20260306153605/Novena_generaci%C3%B3n.svg","Growlithe_de_Hisui"
"grubbin","Grubbin","Grubbin","Bicho",,"47","62","45","55","45","46","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Grubbin"
"grumpig","Grumpig","Grumpig","Psíquico",,"80","45","65","90","110","80","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/b/ba/latest/20251020084937/Tipo_ps%C3%ADquico_LPZA.png/80px-Tipo_ps%C3%ADquico_LPZA.png","Grumpig"
"gulpin","Gulpin","Gulpin","Veneno",,"70","43","53","43","53","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Gulpin"
"gumshoos","Gumshoos","Gumshoos","Normal",,"88","110","60","55","60","45","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Gumshoos"
"gurdurr","Gurdurr","Gurdurr","Lucha",,"85","105","85","40","50","40","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Gurdurr"
"guzzlord","Guzzlord","Guzzlord","Siniestro","Dragón","223","101","53","97","53","43","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Guzzlord"
"gyarados","Gyarados","Gyarados","Agua","Volador","95","125","79","60","100","81","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Gyarados"
"hakamo-o","Hakamo-o","Hakamo-o","Dragón","Lucha","55","75","90","65","70","65","https://images.wikidexcdn.net/mwuploads/wikidex/a/a6/latest/20260306153527/S%C3%A9ptima_generaci%C3%B3n.svg","Hakamo-o"
"happiny","Happiny","Happiny","Normal",,"100","5","5","15","65","30","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Happiny"
"hariyama","Hariyama","Hariyama","Lucha",,"144","120","60","40","60","50","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/2/2e/latest/20251020124236/Tipo_pelea_LPZA.png/80px-Tipo_pelea_LPZA.png","Hariyama"
"hatenna","Hatenna","Hatenna","Psíquico",,"42","30","45","56","53","39","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Hatenna"
"hatterene","Hatterene","Hatterene","Psíquico","Hada","57","90","95","136","103","29","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Hatterene"
"hattrem","Hattrem","Hattrem","Psíquico",,"57","40","65","86","73","49","https://images.wikidexcdn.net/mwuploads/wikidex/4/4b/latest/20260306153545/Octava_generaci%C3%B3n.svg","Hattrem"
"haunter","Haunter","Haunter","Fantasma","Veneno","45","50","45","115","55","95","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/80px-Tipo_normal_LPZA.png","Haunter"
"hawlucha","Hawlucha","Hawlucha","Lucha","Volador","78","92","75","74","63","118","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Hawlucha"
"haxorus","Haxorus","Haxorus","Dragón",,"76","147","90","60","70","97","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Haxorus"
"heatmor","Heatmor","Heatmor","Fuego",,"85","97","66","105","66","65","https://images.wikidexcdn.net/mwuploads/wikidex/9/9f/latest/20260306180702/Quinta_generaci%C3%B3n.svg","Heatmor"
"heatran","Heatran","Heatran","Fuego","Acero","91","90","106","130","106","77","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Heatran"
"Mega-Heatran","Mega-Heatran","Heatran","Fuego","Acero","91","120","106","175","141","67","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/9/97/latest/20251020084919/Tipo_fuego_LPZA.png/80px-Tipo_fuego_LPZA.png","Heatran"
"heliolisk","Heliolisk","Heliolisk","Eléctrico","Normal","62","55","52","109","94","109","https://images.wikidexcdn.net/mwuploads/wikidex/thumb/3/33/latest/20251020085001/Tipo_normal_LPZA.png/75px-Tipo_normal_LPZA.png","Heliolisk"
"helioptile","Helioptile","Helioptile","Eléctrico","Normal","44","38","33","61","43","70","https://images.wikidexcdn.net/mwuploads/wikidex/9/9e/latest/20260306153505/Sexta_generaci%C3%B3n.svg","Helioptile"
